CustomerKey,CustomerID,CustomerName,CustomerType,PriorityLevel,Channel,FirstOrderDate,GeographyKey
4243,CUST004243,Customer 4243,B2C,Low,Retail,2022-02-28,4
4244,CUST004244,Customer 4244,B2C,High,Online,2022-09-09,13
4245,CUST004245,Customer 4245,B2B,High,Online,2023-12-08,12
4246,CUST004246,Customer 4246,B2C,Medium,Online,2023-01-10,6
4247,CUST004247,Customer 4247,B2C,Medium,Direct,2022-10-01,12
4248,CUST004248,Customer 4248,B2C,Medium,Partner,2023-08-01,13
4249,CUST004249,Customer 4249,B2C,Low,Partner,2023-04-10,12
4250,CUST004250,Customer 4250,B2C,High,Partner,2023-10-13,4
4251,CUST004251,Customer 4251,B2C,Low,Direct,2023-03-24,5
4252,CUST004252,Customer 4252,B2C,Low,Direct,2023-02-07,13
4253,CUST004253,Customer 4253,B2C,High,Partner,2022-03-07,3
4254,CUST004254,Customer 4254,B2B,Medium,Partner,2022-03-22,6
4255,CUST004255,Customer 4255,B2B,Low,Partner,2022-01-23,10
4256,CUST004256,Customer 4256,B2B,Medium,Retail,2022-11-10,13
4257,CUST004257,Customer 4257,B2B,Medium,Partner,2023-02-13,10
4258,CUST004258,Customer 4258,B2C,Medium,Direct,2023-01-26,3
4259,CUST004259,Customer 4259,B2B,High,Direct,2022-04-26,5
4260,CUST004260,Customer 4260,B2B,Medium,Online,2022-05-20,5
4261,CUST004261,Customer 4261,B2C,High,Partner,2022-07-05,1
4262,CUST004262,Customer 4262,B2C,Low,Retail,2023-11-15,4
4263,CUST004263,Customer 4263,B2C,High,Partner,2022-06-11,13
4264,CUST004264,Customer 4264,B2C,High,Online,2022-11-21,8
4265,CUST004265,Customer 4265,B2C,High,Direct,2023-08-04,4
4266,CUST004266,Customer 4266,B2B,High,Online,2022-04-17,8
4267,CUST004267,Customer 4267,B2C,High,Retail,2023-06-28,2
4268,CUST004268,Customer 4268,B2C,Low,Direct,2022-03-23,2
4269,CUST004269,Customer 4269,B2C,Medium,Retail,2023-07-25,4
4270,CUST004270,Customer 4270,B2C,Low,Retail,2023-01-07,7
4271,CUST004271,Customer 4271,B2C,Medium,Partner,2023-06-02,11
4272,CUST004272,Customer 4272,B2C,High,Online,2023-10-29,8
4273,CUST004273,Customer 4273,B2B,Low,Online,2022-07-18,12
4274,CUST004274,Customer 4274,B2C,Medium,Retail,2023-06-26,4
4275,CUST004275,Customer 4275,B2C,Medium,Retail,2023-04-01,10
4276,CUST004276,Customer 4276,B2C,Low,Partner,2023-03-17,7
4277,CUST004277,Customer 4277,B2B,Medium,Online,2022-07-12,2
4278,CUST004278,Customer 4278,B2B,Low,Online,2022-10-13,13
4279,CUST004279,Customer 4279,B2C,High,Direct,2023-10-07,9
4280,CUST004280,Customer 4280,B2B,Medium,Partner,2022-03-06,11
4281,CUST004281,Customer 4281,B2B,High,Online,2023-06-16,3
4282,CUST004282,Customer 4282,B2B,Low,Retail,2023-05-11,2
4283,CUST004283,Customer 4283,B2B,Medium,Direct,2022-11-13,11
4284,CUST004284,Customer 4284,B2B,Medium,Online,2022-07-19,10
4285,CUST004285,Customer 4285,B2B,Low,Online,2022-11-05,13
4286,CUST004286,Customer 4286,B2C,Low,Online,2022-08-11,8
4287,CUST004287,Customer 4287,B2B,High,Online,2022-06-18,4
4288,CUST004288,Customer 4288,B2C,Medium,Retail,2023-01-23,9
4289,CUST004289,Customer 4289,B2B,Low,Online,2023-02-05,10
4290,CUST004290,Customer 4290,B2B,Low,Direct,2023-10-23,13
4291,CUST004291,Customer 4291,B2C,High,Partner,2022-09-10,10
4292,CUST004292,Customer 4292,B2B,High,Retail,2022-12-27,3
4293,CUST004293,Customer 4293,B2C,High,Retail,2022-06-04,9
4294,CUST004294,Customer 4294,B2B,High,Partner,2023-09-10,6
4295,CUST004295,Customer 4295,B2B,Medium,Retail,2023-05-01,3
4296,CUST004296,Customer 4296,B2C,Medium,Online,2022-08-21,9
4297,CUST004297,Customer 4297,B2B,Medium,Direct,2022-12-25,2
4298,CUST004298,Customer 4298,B2C,High,Retail,2022-02-20,7
4299,CUST004299,Customer 4299,B2C,High,Retail,2023-09-14,4
4300,CUST004300,Customer 4300,B2B,High,Online,2023-01-26,8
4301,CUST004301,Customer 4301,B2B,Medium,Online,2022-05-08,6
4302,CUST004302,Customer 4302,B2B,Low,Retail,2023-10-23,12
4303,CUST004303,Customer 4303,B2C,Low,Direct,2022-04-02,12
4304,CUST004304,Customer 4304,B2C,Medium,Direct,2022-09-26,4
4305,CUST004305,Customer 4305,B2C,Medium,Retail,2022-11-29,3
4306,CUST004306,Customer 4306,B2B,Low,Retail,2022-08-03,3
4307,CUST004307,Customer 4307,B2B,Low,Online,2022-06-15,13
4308,CUST004308,Customer 4308,B2C,Medium,Retail,2023-09-15,6
4309,CUST004309,Customer 4309,B2B,Low,Retail,2023-07-28,3
4310,CUST004310,Customer 4310,B2C,High,Direct,2022-12-29,3
4311,CUST004311,Customer 4311,B2C,High,Partner,2023-09-25,11
4312,CUST004312,Customer 4312,B2C,High,Direct,2022-02-20,13
4313,CUST004313,Customer 4313,B2B,Low,Online,2022-09-08,9
4314,CUST004314,Customer 4314,B2C,Medium,Direct,2022-02-26,5
4315,CUST004315,Customer 4315,B2B,High,Direct,2022-04-18,11
4316,CUST004316,Customer 4316,B2B,Low,Partner,2022-11-19,13
4317,CUST004317,Customer 4317,B2C,High,Online,2022-05-05,11
4318,CUST004318,Customer 4318,B2B,Medium,Retail,2022-03-15,7
4319,CUST004319,Customer 4319,B2B,Low,Partner,2023-11-08,11
4320,CUST004320,Customer 4320,B2B,Low,Direct,2023-02-13,11
4321,CUST004321,Customer 4321,B2C,High,Partner,2023-01-10,12
4322,CUST004322,Customer 4322,B2C,High,Partner,2022-10-11,6
4323,CUST004323,Customer 4323,B2B,High,Online,2022-09-15,6
4324,CUST004324,Customer 4324,B2C,Low,Partner,2022-03-30,2
4325,CUST004325,Customer 4325,B2C,Medium,Direct,2022-03-21,5
4326,CUST004326,Customer 4326,B2B,Low,Direct,2022-01-18,10
4327,CUST004327,Customer 4327,B2C,Medium,Direct,2022-08-05,6
4328,CUST004328,Customer 4328,B2B,Medium,Online,2022-07-09,13
4329,CUST004329,Customer 4329,B2B,Medium,Retail,2022-05-21,7
4330,CUST004330,Customer 4330,B2B,High,Direct,2022-06-12,2
4331,CUST004331,Customer 4331,B2B,High,Partner,2022-05-20,2
4332,CUST004332,Customer 4332,B2B,Low,Direct,2022-07-26,10
4333,CUST004333,Customer 4333,B2C,Low,Direct,2023-02-18,7
4334,CUST004334,Customer 4334,B2C,High,Online,2022-02-07,3
4335,CUST004335,Customer 4335,B2C,Medium,Retail,2023-03-13,2
4336,CUST004336,Customer 4336,B2B,High,Direct,2023-09-09,11
4337,CUST004337,Customer 4337,B2B,Medium,Partner,2023-02-03,12
4338,CUST004338,Customer 4338,B2C,Low,Direct,2023-08-14,6
4339,CUST004339,Customer 4339,B2B,Low,Partner,2022-08-31,4
4340,CUST004340,Customer 4340,B2B,Low,Direct,2022-04-29,6
4341,CUST004341,Customer 4341,B2B,High,Partner,2022-11-13,3
4342,CUST004342,Customer 4342,B2B,High,Online,2022-08-27,3
4343,CUST004343,Customer 4343,B2B,Medium,Online,2022-05-04,13
4344,CUST004344,Customer 4344,B2C,Medium,Partner,2022-12-24,5
4345,CUST004345,Customer 4345,B2C,Medium,Direct,2023-07-31,1
4346,CUST004346,Customer 4346,B2B,High,Retail,2023-12-30,7
4347,CUST004347,Customer 4347,B2C,Medium,Partner,2023-07-29,5
4348,CUST004348,Customer 4348,B2C,Medium,Direct,2023-07-12,5
4349,CUST004349,Customer 4349,B2C,Low,Direct,2023-08-10,5
4350,CUST004350,Customer 4350,B2C,High,Direct,2022-04-02,6
4351,CUST004351,Customer 4351,B2B,Medium,Partner,2023-03-13,1
4352,CUST004352,Customer 4352,B2C,High,Partner,2022-01-24,6
4353,CUST004353,Customer 4353,B2B,Medium,Retail,2023-12-17,1
4354,CUST004354,Customer 4354,B2C,Medium,Direct,2023-08-26,10
4355,CUST004355,Customer 4355,B2C,Medium,Online,2022-07-10,2
4356,CUST004356,Customer 4356,B2C,High,Direct,2023-10-13,4
4357,CUST004357,Customer 4357,B2B,High,Partner,2022-11-25,10
4358,CUST004358,Customer 4358,B2B,High,Partner,2023-04-23,6
4359,CUST004359,Customer 4359,B2B,Low,Retail,2022-04-23,8
4360,CUST004360,Customer 4360,B2B,Medium,Partner,2023-02-28,4
4361,CUST004361,Customer 4361,B2C,Low,Partner,2022-03-22,9
4362,CUST004362,Customer 4362,B2C,Low,Direct,2023-09-28,6
4363,CUST004363,Customer 4363,B2C,Low,Direct,2022-10-16,4
4364,CUST004364,Customer 4364,B2C,Medium,Partner,2022-11-02,12
4365,CUST004365,Customer 4365,B2C,Low,Partner,2022-08-15,13
4366,CUST004366,Customer 4366,B2C,Low,Online,2022-03-16,7
4367,CUST004367,Customer 4367,B2B,Low,Retail,2023-08-07,12
4368,CUST004368,Customer 4368,B2C,Low,Direct,2022-09-22,5
4369,CUST004369,Customer 4369,B2C,Medium,Partner,2022-08-20,1
4370,CUST004370,Customer 4370,B2B,High,Retail,2023-06-23,1
4371,CUST004371,Customer 4371,B2C,Low,Direct,2023-08-31,3
4372,CUST004372,Customer 4372,B2C,Low,Retail,2023-09-12,10
4373,CUST004373,Customer 4373,B2C,High,Retail,2023-11-17,3
4374,CUST004374,Customer 4374,B2B,Low,Direct,2022-04-17,3
4375,CUST004375,Customer 4375,B2B,High,Direct,2022-03-04,13
4376,CUST004376,Customer 4376,B2C,Medium,Partner,2022-02-14,9
4377,CUST004377,Customer 4377,B2B,Medium,Direct,2022-12-23,6
4378,CUST004378,Customer 4378,B2C,Low,Retail,2022-12-11,13
4379,CUST004379,Customer 4379,B2B,High,Online,2022-05-09,1
4380,CUST004380,Customer 4380,B2C,Low,Direct,2022-11-06,5
4381,CUST004381,Customer 4381,B2B,High,Retail,2023-01-26,10
4382,CUST004382,Customer 4382,B2B,High,Partner,2022-02-25,2
4383,CUST004383,Customer 4383,B2B,High,Direct,2022-05-20,6
4384,CUST004384,Customer 4384,B2C,Low,Direct,2023-02-07,4
4385,CUST004385,Customer 4385,B2C,Low,Direct,2022-12-05,1
4386,CUST004386,Customer 4386,B2C,High,Retail,2023-07-23,2
4387,CUST004387,Customer 4387,B2C,Low,Partner,2022-09-25,4
4388,CUST004388,Customer 4388,B2C,Medium,Direct,2022-09-23,4
4389,CUST004389,Customer 4389,B2B,High,Partner,2022-03-28,1
4390,CUST004390,Customer 4390,B2C,High,Retail,2022-07-29,7
4391,CUST004391,Customer 4391,B2B,High,Retail,2022-06-11,4
4392,CUST004392,Customer 4392,B2C,Medium,Retail,2022-11-14,5
4393,CUST004393,Customer 4393,B2B,Low,Online,2023-02-21,1
4394,CUST004394,Customer 4394,B2B,Low,Direct,2022-11-05,12
4395,CUST004395,Customer 4395,B2C,Low,Direct,2023-08-17,13
4396,CUST004396,Customer 4396,B2B,High,Partner,2023-07-08,12
4397,CUST004397,Customer 4397,B2B,Low,Partner,2023-12-26,7
4398,CUST004398,Customer 4398,B2B,High,Online,2023-08-20,11
4399,CUST004399,Customer 4399,B2C,Medium,Partner,2023-11-10,2
4400,CUST004400,Customer 4400,B2C,High,Online,2023-04-22,5
4401,CUST004401,Customer 4401,B2C,High,Retail,2022-08-01,4
4402,CUST004402,Customer 4402,B2C,High,Retail,2023-07-04,3
4403,CUST004403,Customer 4403,B2C,Medium,Direct,2023-07-27,6
4404,CUST004404,Customer 4404,B2C,Medium,Retail,2022-07-05,4
4405,CUST004405,Customer 4405,B2B,Low,Retail,2022-07-25,10
4406,CUST004406,Customer 4406,B2B,High,Online,2022-08-28,3
4407,CUST004407,Customer 4407,B2C,Low,Online,2022-12-05,4
4408,CUST004408,Customer 4408,B2B,High,Online,2022-07-29,4
4409,CUST004409,Customer 4409,B2C,Medium,Direct,2022-07-22,8
4410,CUST004410,Customer 4410,B2B,Low,Direct,2022-03-11,13
4411,CUST004411,Customer 4411,B2C,High,Direct,2023-04-13,7
4412,CUST004412,Customer 4412,B2C,Low,Partner,2022-05-26,13
4413,CUST004413,Customer 4413,B2B,Low,Online,2022-11-19,3
4414,CUST004414,Customer 4414,B2C,High,Online,2022-10-12,2
4415,CUST004415,Customer 4415,B2B,Low,Partner,2022-06-27,8
4416,CUST004416,Customer 4416,B2B,High,Retail,2022-06-24,5
4417,CUST004417,Customer 4417,B2B,High,Partner,2022-05-15,8
4418,CUST004418,Customer 4418,B2B,High,Direct,2022-03-11,12
4419,CUST004419,Customer 4419,B2B,Low,Retail,2022-06-16,5
4420,CUST004420,Customer 4420,B2C,High,Direct,2022-02-23,12
4421,CUST004421,Customer 4421,B2C,Low,Direct,2023-02-28,12
4422,CUST004422,Customer 4422,B2C,Low,Direct,2022-04-15,6
4423,CUST004423,Customer 4423,B2C,High,Retail,2022-09-24,5
4424,CUST004424,Customer 4424,B2C,Medium,Retail,2022-02-21,9
4425,CUST004425,Customer 4425,B2B,Low,Direct,2023-03-28,11
4426,CUST004426,Customer 4426,B2C,Low,Online,2022-06-01,3
4427,CUST004427,Customer 4427,B2C,Low,Online,2022-06-09,13
4428,CUST004428,Customer 4428,B2C,Medium,Direct,2023-08-22,13
4429,CUST004429,Customer 4429,B2C,Low,Partner,2023-07-01,9
4430,CUST004430,Customer 4430,B2B,Medium,Retail,2022-05-31,11
4431,CUST004431,Customer 4431,B2C,Low,Online,2022-07-12,13
4432,CUST004432,Customer 4432,B2B,High,Online,2022-07-10,2
4433,CUST004433,Customer 4433,B2B,Low,Direct,2022-02-18,9
4434,CUST004434,Customer 4434,B2B,Low,Partner,2022-02-12,12
4435,CUST004435,Customer 4435,B2C,Low,Online,2023-07-21,11
4436,CUST004436,Customer 4436,B2C,High,Direct,2022-03-17,5
4437,CUST004437,Customer 4437,B2B,Low,Retail,2023-12-12,10
4438,CUST004438,Customer 4438,B2C,High,Partner,2022-06-04,12
4439,CUST004439,Customer 4439,B2B,Low,Partner,2022-12-30,12
4440,CUST004440,Customer 4440,B2C,High,Retail,2022-04-23,3
4441,CUST004441,Customer 4441,B2C,Medium,Partner,2022-05-26,4
4442,CUST004442,Customer 4442,B2C,High,Retail,2022-08-14,1
4443,CUST004443,Customer 4443,B2C,High,Retail,2023-01-05,2
4444,CUST004444,Customer 4444,B2B,Medium,Partner,2023-01-20,11
4445,CUST004445,Customer 4445,B2C,High,Retail,2022-09-24,12
4446,CUST004446,Customer 4446,B2B,High,Partner,2022-01-02,5
4447,CUST004447,Customer 4447,B2C,High,Partner,2022-11-06,9
4448,CUST004448,Customer 4448,B2C,Low,Partner,2023-06-16,1
4449,CUST004449,Customer 4449,B2C,High,Retail,2022-10-05,1
4450,CUST004450,Customer 4450,B2C,Low,Partner,2023-01-19,2
4451,CUST004451,Customer 4451,B2C,High,Direct,2023-09-19,8
4452,CUST004452,Customer 4452,B2B,Medium,Direct,2022-09-21,11
4453,CUST004453,Customer 4453,B2B,High,Partner,2023-11-05,7
4454,CUST004454,Customer 4454,B2C,High,Direct,2022-08-27,8
4455,CUST004455,Customer 4455,B2C,High,Retail,2023-05-01,6
4456,CUST004456,Customer 4456,B2B,High,Direct,2023-08-04,2
4457,CUST004457,Customer 4457,B2C,Low,Online,2023-02-13,3
4458,CUST004458,Customer 4458,B2B,High,Partner,2023-09-12,10
4459,CUST004459,Customer 4459,B2B,Low,Partner,2022-06-11,2
4460,CUST004460,Customer 4460,B2C,Medium,Retail,2022-03-15,1
4461,CUST004461,Customer 4461,B2C,Medium,Direct,2022-06-05,4
4462,CUST004462,Customer 4462,B2B,Medium,Retail,2023-03-23,11
4463,CUST004463,Customer 4463,B2B,Low,Partner,2023-02-23,11
4464,CUST004464,Customer 4464,B2B,Medium,Direct,2022-07-04,2
4465,CUST004465,Customer 4465,B2C,Low,Online,2022-12-10,11
4466,CUST004466,Customer 4466,B2C,High,Retail,2023-11-16,4
4467,CUST004467,Customer 4467,B2B,Low,Online,2022-04-20,1
4468,CUST004468,Customer 4468,B2B,Low,Retail,2022-10-07,2
4469,CUST004469,Customer 4469,B2B,High,Retail,2023-10-20,2
4470,CUST004470,Customer 4470,B2B,Medium,Partner,2022-06-27,9
4471,CUST004471,Customer 4471,B2B,Low,Partner,2023-11-10,9
4472,CUST004472,Customer 4472,B2C,Low,Direct,2022-06-07,9
4473,CUST004473,Customer 4473,B2C,Medium,Online,2023-05-27,2
4474,CUST004474,Customer 4474,B2B,Low,Partner,2023-08-20,5
4475,CUST004475,Customer 4475,B2B,Medium,Partner,2023-07-24,5
4476,CUST004476,Customer 4476,B2B,High,Direct,2022-05-17,3
4477,CUST004477,Customer 4477,B2C,Medium,Direct,2023-08-07,4
4478,CUST004478,Customer 4478,B2C,Low,Direct,2022-11-18,11
4479,CUST004479,Customer 4479,B2C,Medium,Partner,2023-02-16,13
4480,CUST004480,Customer 4480,B2C,Low,Retail,2022-05-02,4
4481,CUST004481,Customer 4481,B2B,High,Retail,2022-10-31,12
4482,CUST004482,Customer 4482,B2B,High,Online,2023-03-23,4
4483,CUST004483,Customer 4483,B2B,Medium,Online,2022-07-07,1
4484,CUST004484,Customer 4484,B2B,Low,Partner,2022-10-19,9
4485,CUST004485,Customer 4485,B2B,Medium,Direct,2022-08-11,9
4486,CUST004486,Customer 4486,B2B,High,Direct,2023-08-05,10
4487,CUST004487,Customer 4487,B2B,Medium,Partner,2023-04-03,10
4488,CUST004488,Customer 4488,B2B,Low,Retail,2023-12-09,9
4489,CUST004489,Customer 4489,B2B,High,Online,2023-12-17,1
4490,CUST004490,Customer 4490,B2C,Medium,Direct,2022-08-13,1
4491,CUST004491,Customer 4491,B2B,Low,Online,2023-12-06,1
4492,CUST004492,Customer 4492,B2C,High,Retail,2022-01-06,9
4493,CUST004493,Customer 4493,B2B,Low,Direct,2022-12-11,4
4494,CUST004494,Customer 4494,B2B,Medium,Online,2022-04-09,6
4495,CUST004495,Customer 4495,B2C,High,Retail,2022-07-03,9
4496,CUST004496,Customer 4496,B2B,Medium,Retail,2023-12-28,7
4497,CUST004497,Customer 4497,B2B,Low,Online,2023-09-23,1
4498,CUST004498,Customer 4498,B2C,Low,Direct,2023-04-07,3
4499,CUST004499,Customer 4499,B2C,High,Retail,2023-04-14,3
4500,CUST004500,Customer 4500,B2B,Low,Direct,2023-07-24,11
4501,CUST004501,Customer 4501,B2B,Medium,Direct,2022-07-28,12
4502,CUST004502,Customer 4502,B2C,Low,Online,2022-03-27,11
4503,CUST004503,Customer 4503,B2C,High,Direct,2023-07-10,8
4504,CUST004504,Customer 4504,B2B,Medium,Partner,2022-04-18,13
4505,CUST004505,Customer 4505,B2B,High,Retail,2022-04-22,3
4506,CUST004506,Customer 4506,B2B,High,Retail,2023-11-11,12
4507,CUST004507,Customer 4507,B2B,High,Retail,2023-09-16,6
4508,CUST004508,Customer 4508,B2C,Low,Online,2022-07-11,9
4509,CUST004509,Customer 4509,B2C,Low,Online,2023-05-04,7
4510,CUST004510,Customer 4510,B2C,Medium,Online,2023-05-09,11
4511,CUST004511,Customer 4511,B2C,Low,Partner,2022-02-14,10
4512,CUST004512,Customer 4512,B2B,Low,Online,2022-06-21,11
4513,CUST004513,Customer 4513,B2B,High,Retail,2022-09-30,8
4514,CUST004514,Customer 4514,B2C,Medium,Online,2023-09-14,8
4515,CUST004515,Customer 4515,B2B,Medium,Direct,2023-05-31,10
4516,CUST004516,Customer 4516,B2B,Low,Partner,2023-07-01,6
4517,CUST004517,Customer 4517,B2C,High,Online,2023-11-08,12
4518,CUST004518,Customer 4518,B2C,Medium,Partner,2022-06-04,12
4519,CUST004519,Customer 4519,B2C,High,Partner,2023-02-13,10
4520,CUST004520,Customer 4520,B2B,Medium,Direct,2022-04-07,4
4521,CUST004521,Customer 4521,B2B,Medium,Partner,2022-11-12,4
4522,CUST004522,Customer 4522,B2C,Low,Direct,2023-09-09,11
4523,CUST004523,Customer 4523,B2B,Medium,Partner,2023-10-14,3
4524,CUST004524,Customer 4524,B2B,Medium,Partner,2023-08-17,11
4525,CUST004525,Customer 4525,B2B,Low,Direct,2023-05-02,7
4526,CUST004526,Customer 4526,B2C,High,Direct,2023-08-28,10
4527,CUST004527,Customer 4527,B2C,Medium,Online,2023-09-26,9
4528,CUST004528,Customer 4528,B2C,Medium,Direct,2022-01-04,5
4529,CUST004529,Customer 4529,B2C,Low,Partner,2023-07-27,7
4530,CUST004530,Customer 4530,B2B,Low,Retail,2022-10-10,13
4531,CUST004531,Customer 4531,B2C,High,Direct,2023-09-15,8
4532,CUST004532,Customer 4532,B2C,Medium,Partner,2022-09-06,4
4533,CUST004533,Customer 4533,B2B,Medium,Partner,2023-02-13,13
4534,CUST004534,Customer 4534,B2B,Medium,Partner,2023-08-22,6
4535,CUST004535,Customer 4535,B2B,Low,Direct,2022-01-11,1
4536,CUST004536,Customer 4536,B2B,High,Online,2022-12-01,3
4537,CUST004537,Customer 4537,B2B,Medium,Online,2023-02-13,7
4538,CUST004538,Customer 4538,B2C,Low,Online,2023-02-14,1
4539,CUST004539,Customer 4539,B2B,Medium,Partner,2023-07-12,6
4540,CUST004540,Customer 4540,B2B,High,Online,2023-06-17,9
4541,CUST004541,Customer 4541,B2B,Low,Online,2023-07-07,6
4542,CUST004542,Customer 4542,B2C,Low,Retail,2023-05-10,10
4543,CUST004543,Customer 4543,B2C,Medium,Online,2023-09-02,9
4544,CUST004544,Customer 4544,B2C,High,Online,2022-12-22,3
4545,CUST004545,Customer 4545,B2C,High,Online,2023-04-03,1
4546,CUST004546,Customer 4546,B2B,Low,Partner,2022-08-06,12
4547,CUST004547,Customer 4547,B2C,High,Partner,2023-02-04,11
4548,CUST004548,Customer 4548,B2B,Medium,Direct,2022-07-28,5
4549,CUST004549,Customer 4549,B2C,Low,Retail,2022-04-10,8
4550,CUST004550,Customer 4550,B2C,Medium,Direct,2023-07-09,10
4551,CUST004551,Customer 4551,B2C,Low,Online,2022-02-23,11
4552,CUST004552,Customer 4552,B2C,High,Direct,2022-05-02,11
4553,CUST004553,Customer 4553,B2B,High,Retail,2022-02-05,7
4554,CUST004554,Customer 4554,B2B,High,Retail,2023-01-17,5
4555,CUST004555,Customer 4555,B2C,Medium,Retail,2022-10-30,10
4556,CUST004556,Customer 4556,B2B,Medium,Direct,2023-09-02,5
4557,CUST004557,Customer 4557,B2C,Medium,Direct,2023-11-13,6
4558,CUST004558,Customer 4558,B2C,High,Direct,2022-06-18,3
4559,CUST004559,Customer 4559,B2B,Medium,Partner,2022-05-10,10
4560,CUST004560,Customer 4560,B2C,Medium,Retail,2023-09-04,6
4561,CUST004561,Customer 4561,B2B,High,Retail,2023-03-12,2
4562,CUST004562,Customer 4562,B2B,Medium,Retail,2023-09-16,4
4563,CUST004563,Customer 4563,B2C,Medium,Online,2023-10-13,5
4564,CUST004564,Customer 4564,B2C,Medium,Direct,2023-05-26,5
4565,CUST004565,Customer 4565,B2C,Low,Partner,2023-07-09,6
4566,CUST004566,Customer 4566,B2B,Low,Direct,2023-09-04,6
4567,CUST004567,Customer 4567,B2B,High,Retail,2022-06-24,6
4568,CUST004568,Customer 4568,B2C,High,Retail,2022-01-07,5
4569,CUST004569,Customer 4569,B2C,High,Online,2022-12-08,3
4570,CUST004570,Customer 4570,B2B,High,Retail,2023-12-20,7
4571,CUST004571,Customer 4571,B2B,High,Online,2022-05-11,12
4572,CUST004572,Customer 4572,B2B,Low,Retail,2023-04-29,11
4573,CUST004573,Customer 4573,B2C,High,Direct,2023-04-20,13
4574,CUST004574,Customer 4574,B2B,Low,Partner,2022-10-05,9
4575,CUST004575,Customer 4575,B2C,Low,Partner,2022-11-25,3
4576,CUST004576,Customer 4576,B2C,High,Partner,2022-07-05,3
4577,CUST004577,Customer 4577,B2C,High,Direct,2023-12-31,2
4578,CUST004578,Customer 4578,B2C,Medium,Partner,2023-05-30,10
4579,CUST004579,Customer 4579,B2C,High,Online,2022-03-28,6
4580,CUST004580,Customer 4580,B2B,Medium,Partner,2022-02-23,10
4581,CUST004581,Customer 4581,B2C,Medium,Direct,2022-04-05,5
4582,CUST004582,Customer 4582,B2C,High,Partner,2022-10-03,11
4583,CUST004583,Customer 4583,B2C,High,Partner,2022-08-08,8
4584,CUST004584,Customer 4584,B2C,High,Direct,2023-06-26,2
4585,CUST004585,Customer 4585,B2C,Low,Direct,2022-12-31,4
4586,CUST004586,Customer 4586,B2C,Low,Retail,2022-09-24,1
4587,CUST004587,Customer 4587,B2B,Medium,Online,2022-12-08,4
4588,CUST004588,Customer 4588,B2B,Low,Retail,2022-07-19,7
4589,CUST004589,Customer 4589,B2B,Low,Retail,2022-03-27,4
4590,CUST004590,Customer 4590,B2B,Medium,Online,2023-10-22,9
4591,CUST004591,Customer 4591,B2B,Low,Online,2023-05-01,6
4592,CUST004592,Customer 4592,B2C,Low,Direct,2022-06-28,4
4593,CUST004593,Customer 4593,B2C,Low,Direct,2022-01-10,3
4594,CUST004594,Customer 4594,B2B,Medium,Retail,2022-11-20,2
4595,CUST004595,Customer 4595,B2C,Medium,Partner,2023-04-01,11
4596,CUST004596,Customer 4596,B2C,Low,Retail,2022-08-06,8
4597,CUST004597,Customer 4597,B2B,High,Online,2023-06-09,6
4598,CUST004598,Customer 4598,B2C,High,Partner,2023-03-12,5
4599,CUST004599,Customer 4599,B2C,High,Direct,2023-01-26,8
4600,CUST004600,Customer 4600,B2B,Low,Direct,2023-01-23,10
4601,CUST004601,Customer 4601,B2C,High,Retail,2022-03-08,7
4602,CUST004602,Customer 4602,B2C,Medium,Direct,2022-05-20,5
4603,CUST004603,Customer 4603,B2B,Low,Online,2022-12-16,12
4604,CUST004604,Customer 4604,B2B,High,Partner,2022-02-07,8
4605,CUST004605,Customer 4605,B2B,Low,Retail,2022-08-22,11
4606,CUST004606,Customer 4606,B2C,High,Online,2023-12-27,12
4607,CUST004607,Customer 4607,B2C,Low,Partner,2022-03-29,5
4608,CUST004608,Customer 4608,B2C,Medium,Partner,2022-06-24,12
4609,CUST004609,Customer 4609,B2C,Low,Direct,2023-06-11,10
4610,CUST004610,Customer 4610,B2C,High,Partner,2023-01-15,13
4611,CUST004611,Customer 4611,B2C,Low,Partner,2023-05-18,13
4612,CUST004612,Customer 4612,B2B,Low,Online,2023-06-17,10
4613,CUST004613,Customer 4613,B2B,High,Online,2022-02-22,8
4614,CUST004614,Customer 4614,B2C,Low,Online,2023-08-21,3
4615,CUST004615,Customer 4615,B2B,Low,Direct,2022-11-03,2
4616,CUST004616,Customer 4616,B2B,Medium,Partner,2023-04-19,5
4617,CUST004617,Customer 4617,B2B,Medium,Retail,2022-12-03,7
4618,CUST004618,Customer 4618,B2B,Low,Direct,2023-05-24,9
4619,CUST004619,Customer 4619,B2B,High,Retail,2022-04-18,11
4620,CUST004620,Customer 4620,B2B,Low,Partner,2022-01-31,13
4621,CUST004621,Customer 4621,B2B,High,Retail,2023-03-21,10
4622,CUST004622,Customer 4622,B2B,Medium,Partner,2023-05-19,10
4623,CUST004623,Customer 4623,B2B,Low,Retail,2022-01-12,2
4624,CUST004624,Customer 4624,B2C,Low,Online,2023-04-01,6
4625,CUST004625,Customer 4625,B2B,Low,Direct,2022-11-20,7
4626,CUST004626,Customer 4626,B2B,High,Partner,2023-08-23,2
4627,CUST004627,Customer 4627,B2C,Low,Online,2023-10-06,13
4628,CUST004628,Customer 4628,B2B,Low,Partner,2023-04-21,4
4629,CUST004629,Customer 4629,B2C,High,Online,2022-05-10,2
4630,CUST004630,Customer 4630,B2B,Low,Online,2023-08-13,1
4631,CUST004631,Customer 4631,B2B,Low,Direct,2022-09-12,5
4632,CUST004632,Customer 4632,B2C,Medium,Online,2022-05-18,4
