ReturnKey,ReturnID,ReturnDateKey,ReturnDate,OrderKey,OrderID,CustomerKey,ProductKey,ReturnQuantity,ReturnAmount,ReturnReason,ReturnStatus
2298,RET00002298,20231130,2023-11-30,30235,ORD00030235,114,121,7,5374.11,Changed Mind,Processed
2299,RET00002299,20240806,2024-08-06,87727,ORD00087727,631,83,2,188.28,Defective,Rejected
2300,RET00002300,20240803,2024-08-03,88320,ORD00088320,32,106,2,806.18,Damaged in Transit,Processing
2301,RET00002301,20230704,2023-07-04,60235,ORD00060235,963,76,1,1032.81,Too Late,Processed
2302,RET00002302,20240201,2024-02-01,11293,ORD00011293,1855,98,1,120.44,Not as Described,Processed
2303,RET00002303,20241025,2024-10-25,64479,ORD00064479,4061,122,7,4367.79,Other,Rejected
2304,RET00002304,20240916,2024-09-16,98415,ORD00098415,2580,30,8,1130.32,Wrong Item,Processing
2305,RET00002305,20241124,2024-11-24,20300,ORD00020300,3792,107,6,6115.32,Quality Issues,Rejected
2306,RET00002306,20220905,2022-09-05,75775,ORD00075775,3150,2,1,127.06,Other,Rejected
2307,RET00002307,20240103,2024-01-03,95228,ORD00095228,3853,52,4,2896.52,Wrong Item,Processing
2308,RET00002308,20221031,2022-10-31,85131,ORD00085131,144,117,3,1344.12,Quality Issues,Processing
2309,RET00002309,20240318,2024-03-18,89589,ORD00089589,3074,89,2,1415.22,Other,Processing
2310,RET00002310,20220926,2022-09-26,95546,ORD00095546,4329,27,5,763.8,Wrong Item,Processing
2311,RET00002311,20230824,2023-08-24,84176,ORD00084176,1908,26,2,1787.98,Wrong Item,Rejected
2312,RET00002312,20241102,2024-11-02,41154,ORD00041154,2243,16,5,5316.7,Changed Mind,Pending
2313,RET00002313,20240615,2024-06-15,62555,ORD00062555,538,83,1,85.13,Changed Mind,Pending
2314,RET00002314,20240204,2024-02-04,23353,ORD00023353,4461,24,3,238.08,Too Late,Pending
2315,RET00002315,20240319,2024-03-19,94165,ORD00094165,4878,81,7,3883.39,Quality Issues,Pending
2316,RET00002316,20231106,2023-11-06,47248,ORD00047248,878,23,1,54.32,Too Late,Rejected
2317,RET00002317,20240411,2024-04-11,22021,ORD00022021,2302,147,2,132.88,Damaged in Transit,Pending
2318,RET00002318,20230818,2023-08-18,31402,ORD00031402,376,120,9,7611.84,Damaged in Transit,Processing
2319,RET00002319,20240420,2024-04-20,648,ORD00000648,2857,141,1,336.31,Not as Described,Rejected
2320,RET00002320,20230828,2023-08-28,57569,ORD00057569,3352,156,9,5969.16,Changed Mind,Processing
2321,RET00002321,20240115,2024-01-15,76643,ORD00076643,4250,21,4,1579.36,Not as Described,Pending
2322,RET00002322,20231018,2023-10-18,22735,ORD00022735,1946,71,2,1822.7,Defective,Rejected
2323,RET00002323,20241003,2024-10-03,44328,ORD00044328,521,20,1,199.24,Defective,Rejected
2324,RET00002324,20230513,2023-05-13,51890,ORD00051890,4043,3,1,434.62,Quality Issues,Rejected
2325,RET00002325,20220803,2022-08-03,65669,ORD00065669,3319,8,1,377.63,Not as Described,Processed
2326,RET00002326,20241217,2024-12-17,2688,ORD00002688,80,33,1,359.35,Changed Mind,Processed
2327,RET00002327,20240204,2024-02-04,10035,ORD00010035,306,146,3,725.76,Changed Mind,Pending
2328,RET00002328,20240514,2024-05-14,5203,ORD00005203,1345,14,2,797.24,Wrong Item,Processing
2329,RET00002329,20230716,2023-07-16,10920,ORD00010920,4778,31,2,143.48,Other,Rejected
2330,RET00002330,20231204,2023-12-04,4528,ORD00004528,2354,145,3,2669.73,Too Late,Processing
2331,RET00002331,20220711,2022-07-11,7401,ORD00007401,4920,97,2,1515.96,Wrong Item,Pending
2332,RET00002332,20220816,2022-08-16,71406,ORD00071406,1283,105,2,544.9,Quality Issues,Rejected
2333,RET00002333,20230712,2023-07-12,34670,ORD00034670,4019,100,4,1266.56,Damaged in Transit,Processed
2334,RET00002334,20230314,2023-03-14,535,ORD00000535,3062,50,5,945.45,Defective,Processing
2335,RET00002335,20240626,2024-06-26,83384,ORD00083384,2030,34,3,1561.35,Damaged in Transit,Pending
2336,RET00002336,20230414,2023-04-14,85263,ORD00085263,3103,111,6,1243.98,Defective,Rejected
2337,RET00002337,20220719,2022-07-19,86323,ORD00086323,4895,145,4,3301.8,Quality Issues,Processing
2338,RET00002338,20241119,2024-11-19,30746,ORD00030746,2961,57,6,3922.38,Not as Described,Processed
2339,RET00002339,20240426,2024-04-26,7176,ORD00007176,2504,67,4,838.8,Not as Described,Rejected
2340,RET00002340,20240614,2024-06-14,40310,ORD00040310,2538,101,2,467.86,Quality Issues,Rejected
2341,RET00002341,20230604,2023-06-04,20572,ORD00020572,916,4,5,1233.25,Damaged in Transit,Processed
2342,RET00002342,20230823,2023-08-23,16580,ORD00016580,4652,137,3,562.8,Other,Processed
2343,RET00002343,20241014,2024-10-14,57780,ORD00057780,1621,70,3,3250.77,Other,Pending
2344,RET00002344,20240527,2024-05-27,91762,ORD00091762,492,79,2,160.0,Changed Mind,Pending
2345,RET00002345,20240915,2024-09-15,11702,ORD00011702,3560,31,5,357.1,Wrong Item,Rejected
2346,RET00002346,20240909,2024-09-09,4171,ORD00004171,1096,125,9,444.15,Other,Pending
2347,RET00002347,20241122,2024-11-22,21062,ORD00021062,1342,102,2,553.22,Damaged in Transit,Pending
2348,RET00002348,20230127,2023-01-27,24752,ORD00024752,3937,152,4,3606.52,Quality Issues,Rejected
2349,RET00002349,20240611,2024-06-11,93375,ORD00093375,4615,76,2,2030.8,Wrong Item,Rejected
2350,RET00002350,20231201,2023-12-01,85181,ORD00085181,1249,12,5,4959.05,Too Late,Pending
2351,RET00002351,20221122,2022-11-22,60435,ORD00060435,1011,59,1,244.69,Defective,Rejected
2352,RET00002352,20241109,2024-11-09,93923,ORD00093923,1844,13,1,301.85,Other,Processed
2353,RET00002353,20231005,2023-10-05,92210,ORD00092210,1742,107,2,1911.1,Not as Described,Processing
2354,RET00002354,20240326,2024-03-26,52835,ORD00052835,2787,65,7,5162.92,Damaged in Transit,Processing
2355,RET00002355,20230506,2023-05-06,74724,ORD00074724,579,93,3,460.44,Other,Rejected
2356,RET00002356,20230911,2023-09-11,64172,ORD00064172,1261,85,4,2617.48,Other,Processed
2357,RET00002357,20240713,2024-07-13,39916,ORD00039916,4933,60,5,749.5,Damaged in Transit,Pending
2358,RET00002358,20230111,2023-01-11,77050,ORD00077050,816,151,3,1880.88,Too Late,Rejected
2359,RET00002359,20230116,2023-01-16,71834,ORD00071834,139,49,4,573.36,Wrong Item,Processing
2360,RET00002360,20240911,2024-09-11,82093,ORD00082093,3266,64,1,692.36,Changed Mind,Pending
2361,RET00002361,20220803,2022-08-03,10564,ORD00010564,649,131,1,907.56,Defective,Rejected
2362,RET00002362,20241210,2024-12-10,89752,ORD00089752,4690,89,2,1415.36,Changed Mind,Processed
2363,RET00002363,20240204,2024-02-04,83913,ORD00083913,828,130,3,195.54,Changed Mind,Pending
2364,RET00002364,20240406,2024-04-06,55285,ORD00055285,3743,41,3,1542.39,Too Late,Pending
2365,RET00002365,20231029,2023-10-29,52067,ORD00052067,2146,18,5,1973.85,Quality Issues,Pending
2366,RET00002366,20240226,2024-02-26,73931,ORD00073931,3007,63,1,385.42,Wrong Item,Pending
2367,RET00002367,20240731,2024-07-31,853,ORD00000853,236,23,2,102.48,Wrong Item,Rejected
2368,RET00002368,20230619,2023-06-19,62256,ORD00062256,3584,27,1,160.99,Quality Issues,Pending
2369,RET00002369,20240630,2024-06-30,44223,ORD00044223,401,136,1,365.55,Quality Issues,Processed
2370,RET00002370,20240720,2024-07-20,3975,ORD00003975,531,82,1,104.7,Too Late,Processed
2371,RET00002371,20240928,2024-09-28,14313,ORD00014313,4182,12,2,1874.34,Damaged in Transit,Processing
2372,RET00002372,20240513,2024-05-13,40640,ORD00040640,4152,32,1,166.16,Other,Processing
2373,RET00002373,20221203,2022-12-03,6790,ORD00006790,4441,52,2,1603.84,Wrong Item,Pending
2374,RET00002374,20241227,2024-12-27,49317,ORD00049317,3770,109,1,432.72,Wrong Item,Processing
2375,RET00002375,20240518,2024-05-18,96460,ORD00096460,3385,117,2,797.12,Damaged in Transit,Pending
2376,RET00002376,20220614,2022-06-14,16886,ORD00016886,899,108,5,4368.8,Wrong Item,Pending
2377,RET00002377,20230816,2023-08-16,46735,ORD00046735,1655,80,4,2570.72,Defective,Rejected
2378,RET00002378,20230525,2023-05-25,1366,ORD00001366,2023,13,3,980.16,Defective,Pending
2379,RET00002379,20230705,2023-07-05,75245,ORD00075245,4653,62,8,1811.04,Too Late,Processing
2380,RET00002380,20230812,2023-08-12,90406,ORD00090406,2355,22,1,347.35,Quality Issues,Processed
2381,RET00002381,20241010,2024-10-10,14341,ORD00014341,2070,71,2,1782.16,Wrong Item,Processing
2382,RET00002382,20240826,2024-08-26,75914,ORD00075914,2002,9,2,1385.74,Other,Rejected
2383,RET00002383,20240208,2024-02-08,57127,ORD00057127,319,42,2,1425.92,Quality Issues,Rejected
2384,RET00002384,20241030,2024-10-30,67050,ORD00067050,3909,58,1,850.1,Other,Processing
2385,RET00002385,20230627,2023-06-27,76177,ORD00076177,1951,138,2,1670.32,Too Late,Processing
2386,RET00002386,20230730,2023-07-30,95070,ORD00095070,2135,8,2,743.68,Damaged in Transit,Rejected
2387,RET00002387,20230727,2023-07-27,39656,ORD00039656,20,145,2,1722.3,Changed Mind,Rejected
2388,RET00002388,20230725,2023-07-25,83136,ORD00083136,1544,110,5,4282.4,Wrong Item,Pending
2389,RET00002389,20240827,2024-08-27,92421,ORD00092421,3910,153,1,223.58,Changed Mind,Rejected
2390,RET00002390,20230714,2023-07-14,93854,ORD00093854,573,6,1,471.21,Quality Issues,Processing
2391,RET00002391,20230113,2023-01-13,87984,ORD00087984,673,120,3,2589.3,Not as Described,Rejected
2392,RET00002392,20231217,2023-12-17,7763,ORD00007763,3431,152,1,927.33,Changed Mind,Processed
2393,RET00002393,20240814,2024-08-14,92380,ORD00092380,2967,108,9,7522.56,Changed Mind,Pending
2394,RET00002394,20230619,2023-06-19,82895,ORD00082895,4212,140,1,232.72,Defective,Processed
2395,RET00002395,20231119,2023-11-19,43631,ORD00043631,1810,51,1,436.34,Damaged in Transit,Pending
2396,RET00002396,20240504,2024-05-04,9300,ORD00009300,573,91,2,1318.66,Other,Processed
2397,RET00002397,20240626,2024-06-26,55839,ORD00055839,3242,41,5,2412.95,Changed Mind,Processing
2398,RET00002398,20240606,2024-06-06,82822,ORD00082822,2698,84,3,2562.42,Changed Mind,Processing
2399,RET00002399,20231118,2023-11-18,30580,ORD00030580,4708,84,1,986.92,Not as Described,Processed
2400,RET00002400,20240905,2024-09-05,93908,ORD00093908,534,66,1,202.66,Changed Mind,Processing
2401,RET00002401,20241205,2024-12-05,92001,ORD00092001,2246,128,1,327.82,Wrong Item,Pending
2402,RET00002402,20240516,2024-05-16,27811,ORD00027811,2258,146,4,877.08,Damaged in Transit,Processed
2403,RET00002403,20220702,2022-07-02,4979,ORD00004979,2170,58,2,1925.12,Not as Described,Rejected
2404,RET00002404,20240614,2024-06-14,15982,ORD00015982,2121,103,4,1631.2,Too Late,Pending
2405,RET00002405,20221003,2022-10-03,45146,ORD00045146,4504,64,3,2039.1,Too Late,Rejected
2406,RET00002406,20231218,2023-12-18,66601,ORD00066601,3811,102,7,1940.47,Not as Described,Pending
2407,RET00002407,20231027,2023-10-27,55022,ORD00055022,2551,155,2,1475.04,Defective,Processed
2408,RET00002408,20220810,2022-08-10,98363,ORD00098363,4738,114,3,2562.96,Quality Issues,Pending
2409,RET00002409,20221207,2022-12-07,35177,ORD00035177,2883,40,4,3308.4,Not as Described,Processing
2410,RET00002410,20240907,2024-09-07,48360,ORD00048360,2075,137,2,403.28,Defective,Processing
2411,RET00002411,20230220,2023-02-20,62151,ORD00062151,4793,74,7,6389.74,Other,Processing
2412,RET00002412,20240906,2024-09-06,28834,ORD00028834,493,79,1,80.63,Not as Described,Rejected
2413,RET00002413,20231018,2023-10-18,96347,ORD00096347,2987,108,3,2404.65,Defective,Rejected
2414,RET00002414,20241218,2024-12-18,59380,ORD00059380,2709,38,1,421.98,Changed Mind,Processed
2415,RET00002415,20240110,2024-01-10,12203,ORD00012203,3967,11,5,4367.05,Quality Issues,Rejected
2416,RET00002416,20240828,2024-08-28,23158,ORD00023158,1615,67,3,634.59,Quality Issues,Rejected
2417,RET00002417,20240720,2024-07-20,77093,ORD00077093,2385,147,1,70.85,Quality Issues,Processed
2418,RET00002418,20240504,2024-05-04,58052,ORD00058052,1777,9,5,3573.3,Wrong Item,Processing
2419,RET00002419,20241223,2024-12-23,91165,ORD00091165,3752,20,5,910.7,Damaged in Transit,Processing
2420,RET00002420,20221120,2022-11-20,94777,ORD00094777,3165,8,1,382.2,Wrong Item,Rejected
2421,RET00002421,20230624,2023-06-24,35765,ORD00035765,2419,95,7,3038.35,Too Late,Processing
2422,RET00002422,20241108,2024-11-08,25868,ORD00025868,3214,55,4,336.64,Damaged in Transit,Processing
2423,RET00002423,20240201,2024-02-01,15679,ORD00015679,632,23,4,191.76,Quality Issues,Rejected
2424,RET00002424,20240903,2024-09-03,80219,ORD00080219,4257,42,2,1427.22,Defective,Processed
2425,RET00002425,20240203,2024-02-03,51980,ORD00051980,3162,140,2,448.52,Other,Processing
2426,RET00002426,20241226,2024-12-26,12036,ORD00012036,3364,103,6,2507.46,Changed Mind,Processed
2427,RET00002427,20240122,2024-01-22,1965,ORD00001965,1888,16,6,6459.72,Not as Described,Pending
2428,RET00002428,20230621,2023-06-21,51016,ORD00051016,2296,53,2,853.9,Not as Described,Processing
2429,RET00002429,20240415,2024-04-15,67163,ORD00067163,3202,49,2,313.66,Other,Rejected
2430,RET00002430,20231101,2023-11-01,39959,ORD00039959,1671,60,3,482.4,Quality Issues,Processed
2431,RET00002431,20230927,2023-09-27,7262,ORD00007262,3624,90,6,5090.46,Changed Mind,Pending
2432,RET00002432,20230417,2023-04-17,85259,ORD00085259,3103,132,7,6976.34,Changed Mind,Pending
2433,RET00002433,20240117,2024-01-17,14547,ORD00014547,3542,47,7,710.85,Damaged in Transit,Pending
2434,RET00002434,20230130,2023-01-30,58961,ORD00058961,1069,119,2,119.76,Changed Mind,Pending
2435,RET00002435,20221008,2022-10-08,74789,ORD00074789,1760,128,3,911.88,Wrong Item,Rejected
2436,RET00002436,20230819,2023-08-19,84628,ORD00084628,2227,80,7,3876.18,Not as Described,Processed
2437,RET00002437,20240219,2024-02-19,46378,ORD00046378,2262,137,4,896.48,Quality Issues,Processed
2438,RET00002438,20230111,2023-01-11,55167,ORD00055167,1026,157,4,2702.72,Quality Issues,Pending
2439,RET00002439,20240507,2024-05-07,89947,ORD00089947,4129,114,6,5589.72,Quality Issues,Processing
2440,RET00002440,20241031,2024-10-31,93160,ORD00093160,627,148,3,2434.71,Changed Mind,Processing
2441,RET00002441,20240303,2024-03-03,30898,ORD00030898,3004,92,2,200.84,Too Late,Processed
2442,RET00002442,20240330,2024-03-30,35320,ORD00035320,11,38,1,476.2,Too Late,Processed
2443,RET00002443,20240120,2024-01-20,6165,ORD00006165,2458,4,1,270.74,Other,Processing
2444,RET00002444,20240309,2024-03-09,49101,ORD00049101,2861,15,1,71.09,Too Late,Processing
2445,RET00002445,20230912,2023-09-12,22511,ORD00022511,2008,99,3,2910.69,Defective,Rejected
2446,RET00002446,20240920,2024-09-20,88891,ORD00088891,679,40,6,5614.62,Not as Described,Pending
2447,RET00002447,20230531,2023-05-31,11659,ORD00011659,3405,92,5,470.7,Too Late,Pending
2448,RET00002448,20230215,2023-02-15,37637,ORD00037637,2352,74,1,896.42,Not as Described,Processed
2449,RET00002449,20231011,2023-10-11,10709,ORD00010709,3353,14,1,381.32,Defective,Pending
2450,RET00002450,20230606,2023-06-06,30414,ORD00030414,2745,123,7,5593.56,Changed Mind,Pending
2451,RET00002451,20241128,2024-11-28,17333,ORD00017333,1440,59,5,1308.2,Defective,Processed
2452,RET00002452,20231118,2023-11-18,36655,ORD00036655,3802,27,3,477.93,Defective,Pending
2453,RET00002453,20230418,2023-04-18,59419,ORD00059419,4032,24,1,85.08,Wrong Item,Processing
2454,RET00002454,20240123,2024-01-23,97851,ORD00097851,3884,77,1,480.1,Too Late,Processed
2455,RET00002455,20230425,2023-04-25,76573,ORD00076573,285,160,1,757.59,Not as Described,Rejected
2456,RET00002456,20230507,2023-05-07,8127,ORD00008127,2921,28,1,798.05,Not as Described,Processed
2457,RET00002457,20240504,2024-05-04,25856,ORD00025856,2789,9,2,1506.46,Other,Processed
2458,RET00002458,20231209,2023-12-09,96226,ORD00096226,1837,19,1,646.66,Quality Issues,Rejected
2459,RET00002459,20240614,2024-06-14,66655,ORD00066655,688,3,8,3486.4,Damaged in Transit,Processing
2460,RET00002460,20240603,2024-06-03,82310,ORD00082310,809,3,7,2740.43,Other,Pending
2461,RET00002461,20240517,2024-05-17,40006,ORD00040006,3232,20,8,1644.96,Quality Issues,Processed
2462,RET00002462,20240413,2024-04-13,8080,ORD00008080,4059,96,2,1177.02,Wrong Item,Pending
2463,RET00002463,20240706,2024-07-06,79232,ORD00079232,1646,85,1,624.09,Other,Processing
2464,RET00002464,20230705,2023-07-05,66249,ORD00066249,1131,134,2,1345.54,Damaged in Transit,Processing
2465,RET00002465,20230324,2023-03-24,19603,ORD00019603,4184,53,3,1198.41,Not as Described,Processing
2466,RET00002466,20240328,2024-03-28,56704,ORD00056704,1577,105,2,571.5,Too Late,Processed
2467,RET00002467,20230828,2023-08-28,67984,ORD00067984,2833,66,2,414.4,Defective,Pending
2468,RET00002468,20230816,2023-08-16,52217,ORD00052217,3525,51,10,4516.8,Changed Mind,Rejected
2469,RET00002469,20231031,2023-10-31,25196,ORD00025196,856,30,6,877.14,Not as Described,Processed
2470,RET00002470,20221228,2022-12-28,16754,ORD00016754,3885,142,1,251.27,Changed Mind,Pending
2471,RET00002471,20240818,2024-08-18,19326,ORD00019326,4871,90,2,1991.48,Other,Pending
2472,RET00002472,20240710,2024-07-10,43553,ORD00043553,1644,61,1,266.58,Other,Processed
2473,RET00002473,20230823,2023-08-23,86128,ORD00086128,4719,41,1,552.0,Changed Mind,Processed
2474,RET00002474,20231105,2023-11-05,91070,ORD00091070,3154,104,7,2626.68,Quality Issues,Processed
2475,RET00002475,20231213,2023-12-13,93270,ORD00093270,2650,120,6,5099.28,Not as Described,Pending
2476,RET00002476,20240314,2024-03-14,89702,ORD00089702,3104,73,4,3848.64,Quality Issues,Processing
2477,RET00002477,20241020,2024-10-20,30850,ORD00030850,1470,52,2,1563.52,Defective,Rejected
2478,RET00002478,20230504,2023-05-04,90453,ORD00090453,3219,89,5,3178.05,Quality Issues,Rejected
2479,RET00002479,20220608,2022-06-08,92058,ORD00092058,4090,126,5,5105.6,Wrong Item,Rejected
2480,RET00002480,20240921,2024-09-21,21904,ORD00021904,4782,98,1,126.69,Changed Mind,Processed
2481,RET00002481,20221006,2022-10-06,5247,ORD00005247,4661,144,3,909.15,Too Late,Pending
2482,RET00002482,20231129,2023-11-29,4691,ORD00004691,3592,43,2,1858.56,Too Late,Processed
2483,RET00002483,20240307,2024-03-07,15498,ORD00015498,2204,139,5,2275.7,Changed Mind,Pending
2484,RET00002484,20220901,2022-09-01,86573,ORD00086573,3060,139,1,389.89,Changed Mind,Rejected
2485,RET00002485,20220801,2022-08-01,33101,ORD00033101,1120,53,4,1786.4,Quality Issues,Rejected
2486,RET00002486,20221109,2022-11-09,48130,ORD00048130,1050,59,5,1233.5,Not as Described,Rejected
2487,RET00002487,20240620,2024-06-20,45439,ORD00045439,2632,82,1,91.91,Damaged in Transit,Rejected
2488,RET00002488,20221001,2022-10-01,27781,ORD00027781,3479,123,1,926.06,Wrong Item,Processing
2489,RET00002489,20231008,2023-10-08,22184,ORD00022184,1827,35,1,33.77,Defective,Processing
2490,RET00002490,20240122,2024-01-22,2018,ORD00002018,1803,131,5,4974.5,Other,Processed
2491,RET00002491,20241209,2024-12-09,24832,ORD00024832,1769,46,1,241.01,Damaged in Transit,Pending
2492,RET00002492,20240106,2024-01-06,90521,ORD00090521,2143,130,4,235.92,Not as Described,Processing
2493,RET00002493,20240502,2024-05-02,10572,ORD00010572,4116,48,1,980.89,Defective,Rejected
2494,RET00002494,20241028,2024-10-28,82695,ORD00082695,1886,7,1,25.99,Too Late,Rejected
2495,RET00002495,20230314,2023-03-14,55309,ORD00055309,3788,104,1,315.77,Changed Mind,Rejected
2496,RET00002496,20240225,2024-02-25,41503,ORD00041503,3814,86,2,1392.24,Wrong Item,Processing
2497,RET00002497,20241010,2024-10-10,19618,ORD00019618,4232,52,3,2471.34,Other,Processing
2498,RET00002498,20240518,2024-05-18,40009,ORD00040009,2073,39,2,1661.88,Not as Described,Rejected
2499,RET00002499,20231121,2023-11-21,41619,ORD00041619,1844,91,3,1834.08,Too Late,Processing
2500,RET00002500,20230113,2023-01-13,2106,ORD00002106,3982,59,5,1360.0,Damaged in Transit,Processing
2501,RET00002501,20240218,2024-02-18,43994,ORD00043994,3333,3,2,789.16,Not as Described,Pending
2502,RET00002502,20240204,2024-02-04,50095,ORD00050095,1895,74,2,1911.94,Defective,Processing
2503,RET00002503,20241006,2024-10-06,38889,ORD00038889,3784,83,8,680.56,Damaged in Transit,Processed
2504,RET00002504,20230903,2023-09-03,57023,ORD00057023,4553,54,1,523.63,Quality Issues,Processing
2505,RET00002505,20231120,2023-11-20,88148,ORD00088148,889,150,1,363.52,Changed Mind,Processing
2506,RET00002506,20240121,2024-01-21,91726,ORD00091726,789,55,1,81.44,Damaged in Transit,Processing
2507,RET00002507,20241004,2024-10-04,6173,ORD00006173,3977,83,2,165.38,Too Late,Rejected
2508,RET00002508,20240116,2024-01-16,88638,ORD00088638,3352,143,1,944.7,Damaged in Transit,Rejected
2509,RET00002509,20240316,2024-03-16,87117,ORD00087117,4326,19,1,647.77,Other,Rejected
2510,RET00002510,20240403,2024-04-03,1690,ORD00001690,1098,129,2,246.98,Quality Issues,Pending
2511,RET00002511,20231201,2023-12-01,13131,ORD00013131,3880,157,5,3586.65,Changed Mind,Pending
2512,RET00002512,20230729,2023-07-29,13187,ORD00013187,1398,98,2,253.68,Defective,Rejected
2513,RET00002513,20240820,2024-08-20,21495,ORD00021495,3871,140,4,855.36,Defective,Pending
2514,RET00002514,20230727,2023-07-27,76638,ORD00076638,4780,46,2,505.52,Defective,Processed
2515,RET00002515,20230224,2023-02-24,67768,ORD00067768,4031,119,5,306.05,Defective,Processed
2516,RET00002516,20240814,2024-08-14,95757,ORD00095757,1923,42,2,1529.08,Quality Issues,Rejected
2517,RET00002517,20240722,2024-07-22,22518,ORD00022518,4464,159,1,743.14,Defective,Pending
2518,RET00002518,20240929,2024-09-29,23941,ORD00023941,4631,132,8,8164.56,Changed Mind,Processed
2519,RET00002519,20230901,2023-09-01,37550,ORD00037550,795,72,1,471.79,Quality Issues,Processing
2520,RET00002520,20241116,2024-11-16,81863,ORD00081863,3898,88,7,2476.53,Not as Described,Pending
2521,RET00002521,20230721,2023-07-21,93865,ORD00093865,319,104,1,353.55,Not as Described,Pending
2522,RET00002522,20220307,2022-03-07,78305,ORD00078305,2545,121,4,2974.6,Other,Pending
2523,RET00002523,20240426,2024-04-26,76404,ORD00076404,1262,138,1,924.76,Changed Mind,Pending
2524,RET00002524,20240911,2024-09-11,11184,ORD00011184,1269,128,1,325.06,Damaged in Transit,Rejected
2525,RET00002525,20221211,2022-12-11,32005,ORD00032005,3292,74,4,4256.52,Damaged in Transit,Processed
2526,RET00002526,20231210,2023-12-10,87224,ORD00087224,1958,117,7,2796.22,Not as Described,Rejected
2527,RET00002527,20240503,2024-05-03,75277,ORD00075277,3289,55,1,79.22,Too Late,Pending
2528,RET00002528,20231205,2023-12-05,23623,ORD00023623,2071,25,2,605.1,Quality Issues,Rejected
2529,RET00002529,20240514,2024-05-14,59500,ORD00059500,4953,49,1,145.02,Wrong Item,Pending
2530,RET00002530,20231129,2023-11-29,35091,ORD00035091,2113,75,2,1531.44,Too Late,Rejected
2531,RET00002531,20230524,2023-05-24,80756,ORD00080756,788,104,1,317.22,Other,Pending
2532,RET00002532,20241221,2024-12-21,4856,ORD00004856,186,16,4,3675.44,Damaged in Transit,Processed
2533,RET00002533,20240420,2024-04-20,96579,ORD00096579,3095,49,2,280.66,Defective,Processing
2534,RET00002534,20240120,2024-01-20,22414,ORD00022414,3488,76,1,933.16,Wrong Item,Processing
2535,RET00002535,20230621,2023-06-21,39977,ORD00039977,2736,1,5,1375.2,Not as Described,Pending
2536,RET00002536,20230601,2023-06-01,85390,ORD00085390,2620,33,2,780.08,Other,Processing
2537,RET00002537,20240610,2024-06-10,89636,ORD00089636,3511,31,1,67.61,Wrong Item,Pending
2538,RET00002538,20221018,2022-10-18,41627,ORD00041627,1551,44,5,2331.2,Damaged in Transit,Rejected
2539,RET00002539,20240915,2024-09-15,53042,ORD00053042,40,88,8,2396.24,Damaged in Transit,Processed
2540,RET00002540,20240823,2024-08-23,87105,ORD00087105,3123,117,8,3180.16,Not as Described,Processing
2541,RET00002541,20220816,2022-08-16,4917,ORD00004917,4081,17,4,1509.8,Other,Pending
2542,RET00002542,20240531,2024-05-31,45129,ORD00045129,4782,44,3,1630.77,Changed Mind,Processed
2543,RET00002543,20220928,2022-09-28,48871,ORD00048871,2378,59,3,688.32,Other,Pending
2544,RET00002544,20231113,2023-11-13,68752,ORD00068752,2122,102,3,790.71,Quality Issues,Processing
2545,RET00002545,20230716,2023-07-16,11673,ORD00011673,4251,24,6,530.64,Other,Rejected
2546,RET00002546,20240328,2024-03-28,54591,ORD00054591,1958,115,1,904.02,Wrong Item,Processed
2547,RET00002547,20240319,2024-03-19,9443,ORD00009443,335,45,1,932.21,Damaged in Transit,Processed
2548,RET00002548,20221105,2022-11-05,36687,ORD00036687,4018,139,3,1228.59,Wrong Item,Processing
2549,RET00002549,20230914,2023-09-14,40560,ORD00040560,4845,156,1,655.14,Not as Described,Pending
2550,RET00002550,20240123,2024-01-23,91908,ORD00091908,573,30,9,1388.52,Not as Described,Pending
2551,RET00002551,20221216,2022-12-16,90614,ORD00090614,4154,80,2,1296.88,Other,Processing
2552,RET00002552,20221213,2022-12-13,97784,ORD00097784,376,148,4,3223.4,Other,Pending
2553,RET00002553,20241214,2024-12-14,15204,ORD00015204,1088,28,1,705.28,Too Late,Processing
2554,RET00002554,20221101,2022-11-01,14845,ORD00014845,4768,13,4,1244.48,Changed Mind,Processed
2555,RET00002555,20240305,2024-03-05,53731,ORD00053731,4711,126,1,934.19,Wrong Item,Rejected
2556,RET00002556,20230930,2023-09-30,76443,ORD00076443,1015,78,2,1980.02,Not as Described,Rejected
2557,RET00002557,20230925,2023-09-25,7554,ORD00007554,4661,38,1,447.42,Wrong Item,Pending
2558,RET00002558,20241115,2024-11-15,44593,ORD00044593,2587,63,5,1719.3,Too Late,Processed
2559,RET00002559,20240427,2024-04-27,51094,ORD00051094,1994,126,2,1899.08,Other,Rejected
2560,RET00002560,20220921,2022-09-21,90828,ORD00090828,2611,142,8,1864.72,Other,Processed
2561,RET00002561,20220729,2022-07-29,95658,ORD00095658,2319,119,1,57.15,Quality Issues,Rejected
2562,RET00002562,20230120,2023-01-20,66533,ORD00066533,2872,130,1,63.73,Quality Issues,Processed
2563,RET00002563,20230926,2023-09-26,21388,ORD00021388,3693,156,5,3030.05,Defective,Processing
2564,RET00002564,20240526,2024-05-26,33761,ORD00033761,3798,129,2,248.18,Wrong Item,Rejected
2565,RET00002565,20241128,2024-11-28,6544,ORD00006544,4242,36,2,1189.16,Wrong Item,Pending
2566,RET00002566,20230514,2023-05-14,12143,ORD00012143,3920,101,5,1032.8,Too Late,Pending
